data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
4192,23-Dec-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"Around 23 December 2020 (as reported), in Guadalajara, Jalisco, a person was killed and the body was found in a house in Colonia Analco. The police were rescuing two people who were kidnapped and were in the house. According to the authorities, the house belonged to an organized crime group and is presumably used to burry people. 1 fatality.",1,1612548683
4251,22-Dec-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Jornada,"On 22 December 2020, in Tlaquepaque, Jalisco, a woman and a man were shot and killed by several armed men who entered a house in Colonia Nueva Santa Maria. 2 fatalities.",2,1612548683
4254,22-Dec-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Jornada,"Around 22 December 2020 (as reported), in Tlaquepaque, Jalisco, a young girl was killed and her body was found with signs of violence and wrapped in a blanket in colonia San Pedrito. 1 fatality.",1,1612548683
4463,19-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 19 December 2020, in Guadalajara, Jalisco, Members of the X Mexico Jalisco Youth Network protested outside Casa Jalisco to demand that the Governor reinforce security in the state following an increase in the homicide rate. [size=no report]",0,1612548683
4470,19-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 19 December 2020, in Guadalajara, Jalisco, collectives and relatives of victims of missing people gathered to symbolically closed the Congress to protest against the attempt of local deputies to approve a Law for Missing people. They claim that the bill is completely different from the one they agree and worked on. [size=no report]",0,1612548683
4586,17-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 17 December 2020, in Guadalajara, Jalisco, former workers of the defunct Collective Transportation System of the Metropolitan Area (Sistecozome) protested outside the Government Palace demanding the payment of due salaries. [size=no report]",0,1612548684
4588,17-Dec-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Pagina 24 Jalisco,"Around 17 December 2020 (as reported), in Tlaquepaque, Jalisco, two men were killed and their bodies were found with gunshot wounds and were burned in Colonia Guadalupe Ejidal. 2 fatalities.",2,1612548684
4790,14-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 14 December 2020, in Guadalajara, Jalisco, more than 30 former Sistecozome workers demonstrated in front of the Government Palace to demand the payment of the owed layoff compensation. [size=more than 30]",0,1612548684
4794,14-Dec-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"Around 14 December 2020 (as reported), in Zapopan, Jalisco, a person was killed and his/her body was found wrapped in blankets in Colonia La Venta del Astillero. 1 fatality.",1,1612548684
4800,14-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 14 December 2020, in Guadalajara, Jalisco, relatives and friends of a man imprisoned since 2011 demonstrated to ask for pardon after it was proven that the prisoner did not commit the crime for which he was convicted. According to the report, the pardon is the only way for the man to be released. [size=no report]",0,1612548684
4804,14-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 14 December 2020, in Guadalajara, Jalisco, former workers of government agencies and lawyers held a march to denounce the inactivity of the Arbitration and Ladder Court (Tribunal de Arbitraje y Escalafon) under the pretext of the coronavirus pandemic. [size=no report]",0,1612548684
4884,13-Dec-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"Around 13 December 2020 (as reported), in Guadalajara, Jalisco, a man was killed and his body was found tied and wrapped in blankets and bags in Colonia Lazaro Cardenas. 1 fatality.",1,1612548684
4889,13-Dec-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 13 December 2020, in Guadalajara, Jalisco, two men were shot dead and two other men shot and injured by two armed individuals in Colonia Atlas. 2 fatalities, 2 injured.",2,1612548684
4927,12-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada; Milenio,"On 12 December 2020, in Guadalajara, Jalisco, family members of young people who disappeared in the state of Jalisco staged a demonstration to demand results in the investigations from authorities. [size=no report]",0,1612548684
5017,11-Dec-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"On 11 December 2020, in Tonala, Jalisco, a woman was shot dead by two armed men in front of her house in Colonia Loma Dorada. Her husband was injured while trying to prevent the attack. According to the report, the attack may be related to the labour activity of the woman who owned male beauty salons. 1 fatality, 1 injured.",1,1612548684
5032,11-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 11 December 2020, in Guadalajara, Jalisco, a group of relatives of victims of forced disappearance from Teocaltiche municipality protested outside Casa Jalisco against the state's governor and demanded justice for these cases. [size=no report]",0,1612548684
5107,10-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Zacatecas,"On 10 December 2020, in Guadalajara, Jalisco, artists and citizens staged a demonstration in front of State Congress against budget cuts for culture. People complained that the budget cuts were the highest in the history of Guadalajara. [size=no report]",0,1612548684
5336,7-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 7 December 2020, in Guadalajara, Jalisco, a group of workers from the Colegio de Bachilleres del Estado de Jalisco (COBAEJ) began a sit-in in front of the COBAEJ headquarters to demand the payment of their salary increase. [size=no report]",0,1612548684
5338,7-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 7 December 2020, in Zapopan, Jalisco, a group of people from Colonia El Colli demonstrated in front of the administrative court for complaints that they were not informed about a claim presented by the city council regarding a conflict over a land of almost 10 hectares. [size=no report]",0,1612548684
5344,7-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 7 December 2020, between Guadalajara and Colima, Jalisco (coded to Guadalajara), a group of people took over the first two toll booths on the Guadalajara-Colima highway to protest against tolls. The demonstrators asked for voluntary cooperation. [size=no report]",0,1612548684
5533,4-Dec-20,2020,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Silla Rota; Milenio,"Around 4 December 2020 (as reported), in Tlaquepaque, Jalisco, two male police officers were killed and their bodies were found wrapped in blankets inside a car in Colonia Duranznera. The victims were missing since 1 December. 2 fatalities.",2,1612548684
5548,4-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Pagina 24 Jalisco,"On 4 December 2020, in Tonala, Jalisco, a group of merchants demonstrated to ask to be allowed to work in the Christmas market despite coronavirus restrictive measures. [size=no report]",0,1612548684
5549,4-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 4 December 2020, in Guadalajara, Jalisco, a group of people who were swindled by a savings bank demonstrated in front of the Government Palace to ask the state governor to recover their savings. [size=no report]",0,1612548684
5550,4-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 4 December 2020, in Guadalajara, Jalisco, about 100 people participated in a bicycle rally to ask for the legalization of marijuana. [size=about 100]",0,1612548684
5586,3-Dec-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada,"On 3 December 2020, in Guadalajara, Jalisco, a group of journalists demonstrated to demand justice for the attack of a journalist by street vendors. The journalists demanded the release of the footage of the aggression and a definition of the legal status of street vendors. [size=no report]",0,1612548685
5606,3-Dec-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 3 December 2020, in Guadalajara, Jalisco, a man was shot dead by three armed men in a drive-by incident in Colonia Villasenor. The victim was a lawyer and according to the report the attack may be related to his profession. 1 fatality.",1,1612548685
5777,1-Dec-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"Around 1 December 2020 (as reported), in Tlaquepaque, Jalisco, a man was killed and his body was found dismembered inside two plastic bags in Colonia Plan de Oriente. 1 fatality.",1,1612548685
5842,30-Nov-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"Around 30 November 2020 (as reported), in Zapopan, Jalisco, a woman was killed and her body was found wrapped in white blankets in Colonia Balcones del Sol. 1 fatality.",1,1612548685
5843,30-Nov-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"Around 30 November 2020 (between 26 November - 4 December), in Guadalajara, Jalisco, two women were attacked. They were abducted and held in a house in Colonia Agua Blanca on 26 November. On 4 December, the women were found injured in Zapopan with signs of having been beaten with boards.",0,1612548685
5856,30-Nov-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 30 November 2020, in Guadalajara, Jalisco, members of the General Federation of State Workers and their Municipalities (FGTEM) protested outside the government palace against outsourcing. They demanded that employees be granted with the same rights regardless of their affiliation with a labour union or not. [size=no report]",0,1612548685
5889,29-Nov-20,2020,Riots,Mob violence,Rioters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Quadratin Oaxaca,"On 29 November 2020, in Guadalajara, Jalisco, a photojournalist was beaten up by street merchants when he was trying to take pictures of a large gathering despite coronavirus measures. [size=no report]",0,1612548685
5920,28-Nov-20,2020,Violence against civilians,Abduction/forced disappearance,CJNG: Jalisco New Generation Cartel,Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"Around 28 November 2020 (as reported), in Zapopan, Jalisco, Federal and military police rescued a woman who was kidnapped in Colonia Loma Bonita. Three people were arrested and the police found weapons and vests with the initials of CJNG.",0,1612548685
5926,28-Nov-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 28 November 2020, in Guadalajara, Jalisco, members of the Xiudadanos Mx collective marched to the Women's Hospital to denounce the federal government's failure to address violence against women. The demonstrators also protested against the lack of childcare facilities for single mothers and the lack of pediatric medicines. [size=no report]",0,1612548685
5984,27-Nov-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"Around 27 November 2020 (as reported), in Tlaquepaque, Jalisco, a man was killed and his handcuffed body was found in Colonia Linda Vista. 1 fatality.",1,1612548685
6011,27-Nov-20,2020,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Hoy Tamaulipas,"Around 27 November 2020 (as reported), in Zapopan, Jalisco, a woman who was previously abducted was rescued by military forces in Colonia Loma Bonita Residencial. 3 people were arrested.",0,1612548685
6065,26-Nov-20,2020,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Proceso,"Around 26 November 2020 (as reported), in Guadalajara, Jalisco, on the occasion of the International Day for the Elimination of Violence against Women, relatives of victims of feminicide and women held a demonstration and raised an anti-monument to protest against feminicide. [size=no report]",0,1612548685
6135,25-Nov-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"Around 25 November 2020 (as reported), in Guadalajara, Jalisco, a person was killed and the body was found with the hands tied inside plastic bags in a house in Colonia Echeverria. 1 fatality.",1,1612548685
6222,24-Nov-20,2020,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 24 November 2020, in Tlaquepaque, Jalisco, a man was killed and his body was found hands tied in Colonia Alvaro Obregon. According to the authorities, the victim was killed approximately 6 hours earlier. 1 fatality.",1,1612548685
